Path;Validity
Data\CrossCultureResearchRawData\ISR30\Simulator outputs\csv\CSVScenario-CP7_Session-ISR30_2022-06-27-13-02-56.csv;True
Data\CrossCultureResearchRawData\ISR31\Simulator outputs\csv\CSVScenario-CP7_Session-ISR31_2022-06-27-14-41-28.csv;True
Data\CrossCultureResearchRawData\ISR32\Simulator outputs\csv\CSVScenario-CP7_Session-ISR32_2022-06-27-16-20-57.csv;True
Data\CrossCultureResearchRawData\ISR33\Simulator outputs\csv\CSVScenario-CP7_Session-ISR33_2022-06-27-17-51-47.csv;True
Data\CrossCultureResearchRawData\ISR34\Simulator outputs\csv\CSVScenario-CP7_Session-ISR34_2022-07-31-10-29-16.csv;True
Data\CrossCultureResearchRawData\ISR35\Simulator outputs\csv\CSVScenario-CP7_Session-ISR35_2022-07-31-12-54-40.csv;True
Data\CrossCultureResearchRawData\ISR36\Simulator outputs\csv\CSVScenario-CP7_Session-ISR36_2022-08-10-10-43-55.csv;True
Data\CrossCultureResearchRawData\ISR37\Simulator outputs\csv\CSVScenario-CP7_Session-ISR37_2022-08-10-12-40-58.csv;True
Data\CrossCultureResearchRawData\ISR37\Simulator outputs\csv\CSVScenario-CP7_Session-ISR37_2022-08-10-12-43-15.csv;False
Data\CrossCultureResearchRawData\ISR38\Simulator outputs\csv\CSVScenario-CP7_Session-ISR38_2022-08-14-10-26-57.csv;True
Data\CrossCultureResearchRawData\ISR39\Simulator outputs\csv\CSVScenario-CP7_Session-ISR39_2022-08-14-12-17-28.csv;True
Data\CrossCultureResearchRawData\ISR40\Simulator outputs\csv\CSVScenario-CP7_Session-ISR40_2022-08-21-10-23-08.csv;True
Data\CrossCultureResearchRawData\ISR41\Simulator outputs\csv\CSVScenario-CP7_Session-ISR41_2022-08-21-11-08-30.csv;True
Data\CrossCultureResearchRawData\ISR42\Simulator outputs\csv\CSVScenario-CP7_Session-ISR42_2022-08-21-12-22-58.csv;False
Data\CrossCultureResearchRawData\ISR42\Simulator outputs\csv\CSVScenario-CP7_Session-ISR42_2022-08-21-12-24-56.csv;False
Data\CrossCultureResearchRawData\ITH1\csv\CSVScenario-CP7_Session-ITH1_2022-11-04-15-39-30.csv;True
Data\CrossCultureResearchRawData\ITH10\csv\CSVScenario-CP7_Session-ITH10_2023-02-03-16-35-04.csv;True
Data\CrossCultureResearchRawData\ITH11\csv\CSVScenario-CP7_Session-ITH11_2023-04-11-10-36-56.csv;True
Data\CrossCultureResearchRawData\ITH2\csv\CSVScenario-CP7_Session-ITH2_2022-11-09-12-40-16.csv;False
Data\CrossCultureResearchRawData\ITH3\csv\CSVScenario-CP7_Session-ITH3_2022-11-09-17-37-40.csv;True
Data\CrossCultureResearchRawData\ITH4\csv\CSVScenario-CP7_Session-ITH4_2022-11-09-18-26-05.csv;True
Data\CrossCultureResearchRawData\ITH5\csv\CSVScenario-CP7_Session-ITH5_2022-11-11-12-21-58.csv;True
Data\CrossCultureResearchRawData\ITH6\csv\CSVScenario-CP7_Session-ITH6_2022-11-11-15-15-48.csv;True
Data\CrossCultureResearchRawData\ITH7\csv\CSVScenario-CP7_Session-ITH7_2022-11-11-17-24-22.csv;True
Data\CrossCultureResearchRawData\ITH8\csv\CSVScenario-CP7_Session-ITH8_2022-11-18-16-26-12.csv;True
Data\CrossCultureResearchRawData\ITH9\csv\CSVScenario-CP7_Session-ITH9_2022-12-09-17-32-21.csv;True
Data\CrossCultureResearchRawData\NYC1\DataLogs\csv\CSVScenario-CP7_Session-NYC1_2022-07-28-12-45-44.csv;True
Data\CrossCultureResearchRawData\NYC10\csv\CSVScenario-CP7_Session-NYC10_2022-09-14-12-11-44.csv;True
Data\CrossCultureResearchRawData\NYC11\csv\CSVScenario-CP7_Session-NYC11_2022-09-14-16-51-06.csv;True
Data\CrossCultureResearchRawData\NYC12\csv\CSVScenario-CP7_Session-NYC12_2022-09-15-10-12-34.csv;False
Data\CrossCultureResearchRawData\NYC13\csv\CSVScenario-CP7_Session-NYC13_2022-09-15-11-39-33.csv;True
Data\CrossCultureResearchRawData\NYC14\csv\CSVScenario-CP7_Session-NYC14B_2022-09-15-15-44-01.csv;True
Data\CrossCultureResearchRawData\NYC15\csv\CSVScenario-CP7_Session-NYC15_2022-09-16-10-01-06.csv;True
Data\CrossCultureResearchRawData\NYC16\csv\CSVScenario-CP7_Session-NYC16_2022-09-16-15-29-57.csv;True
Data\CrossCultureResearchRawData\NYC16\csv\CSVScenario-CP7_Session-NYC16_2022-09-16-15-31-36.csv;False
Data\CrossCultureResearchRawData\NYC17\csv\CSVScenario-CP7_Session-NYC17_2022-09-16-17-06-15.csv;True
Data\CrossCultureResearchRawData\NYC18\csv\CSVScenario-CP7_Session-NYC18_2022-09-19-11-06-41.csv;True
Data\CrossCultureResearchRawData\NYC19\csv\CSVScenario-CP7_Session-NYC19_2022-09-19-13-16-40.csv;True
Data\CrossCultureResearchRawData\NYC20\csv\CSVScenario-CP7_Session-NYC20_2022-09-19-14-58-41.csv;True
Data\CrossCultureResearchRawData\NYC21\csv\CSVScenario-CP7_Session-NYC21_2022-09-19-17-08-33.csv;True
Data\CrossCultureResearchRawData\NYC22\csv\CSVScenario-CP7_Session-NYC22_2022-09-21-13-18-09.csv;True
Data\CrossCultureResearchRawData\NYC23\csv\CSVScenario-CP7_Session-NYC23_2022-09-21-14-49-11.csv;True
Data\CrossCultureResearchRawData\NYC24\csv\CSVScenario-CP7_Session-NYC24_2022-10-06-11-52-25.csv;True
Data\CrossCultureResearchRawData\NYC25\csv\CSVScenario-CP7_Session-NYC25_2022-10-07-11-12-03.csv;True
Data\CrossCultureResearchRawData\NYC26\csv\CSVScenario-CP7_Session-NYC26_2022-10-07-16-17-13.csv;True
Data\CrossCultureResearchRawData\NYC27\csv\CSVScenario-CP7_Session-NYC27_2022-10-25-16-28-37.csv;True
Data\CrossCultureResearchRawData\NYC28\csv\CSVScenario-CP7_Session-NYC28_2022-10-28-09-56-10.csv;True
Data\CrossCultureResearchRawData\NYC29\csv\CSVScenario-CP7_Session-NYC29_2022-11-09-11-15-20.csv;True
Data\CrossCultureResearchRawData\NYC29\csv\CSVScenario-CP7_Session-NYC29_2022-11-11-10-43-26.csv;False
Data\CrossCultureResearchRawData\NYC29\csv\CSVScenario-CP7_Session-NYC29_2022-11-11-10-43-53.csv;True
Data\CrossCultureResearchRawData\NYC3\csv\CSVScenario-CP7_Session-NYC3_2022-08-09-16-07-28.csv;True
Data\CrossCultureResearchRawData\NYC30b\csv\CSVScenario-CP7_Session-NYC30b_2022-11-17-09-45-42.csv;False
Data\CrossCultureResearchRawData\NYC30b\csv\CSVScenario-CP7_Session-NYC30b_2022-11-17-09-46-59.csv;True
Data\CrossCultureResearchRawData\NYC31\csv\CSVScenario-CP7_Session-NYC31_2022-11-17-11-15-58.csv;True
Data\CrossCultureResearchRawData\NYC32\csv\CSVScenario-CP7_Session-NYC32_2022-11-17-14-54-55.csv;True
Data\CrossCultureResearchRawData\NYC33\csv\CSVScenario-CP7_Session-NYC33_2022-11-17-17-05-21.csv;False
Data\CrossCultureResearchRawData\NYC34\csv\CSVScenario-CP7_Session-NYC34_2022-11-21-10-18-15.csv;True
Data\CrossCultureResearchRawData\NYC35\csv\CSVScenario-CP7_Session-NYC35_2022-11-21-15-43-50.csv;True
Data\CrossCultureResearchRawData\NYC37\csv\CSVScenario-CP7_Session-NYC37_2022-11-23-15-48-29.csv;True
Data\CrossCultureResearchRawData\NYC38\csv\CSVScenario-CP7_Session-NYC38_2022-11-23-17-05-08.csv;True
Data\CrossCultureResearchRawData\NYC39\csv\CSVScenario-CP7_Session-NYC39_2022-11-25-09-52-02.csv;False
Data\CrossCultureResearchRawData\NYC4\csv\CSVScenario-CP7_Session-NYC4_2022-08-12-13-56-47.csv;True
Data\CrossCultureResearchRawData\NYC40\csv\CSVScenario-CP7_Session-NYC40_2022-11-29-15-19-36.csv;True
Data\CrossCultureResearchRawData\NYC41\csv\CSVScenario-CP7_Session-NYC41_2022-12-02-09-49-22.csv;False
Data\CrossCultureResearchRawData\NYC41\csv\CSVScenario-CP7_Session-NYC41_2022-12-02-09-52-44.csv;True
Data\CrossCultureResearchRawData\NYC42\csv\CSVScenario-CP7_Session-NYC42_2022-12-02-15-53-18.csv;True
Data\CrossCultureResearchRawData\NYC5\csv\CSVScenario-CP7_Session-NYC5_2022-08-16-11-22-24.csv;True
Data\CrossCultureResearchRawData\NYC6\csv\CSVScenario-CP7_Session-nyc6parent_2022-09-09-18-47-54.csv;True
Data\CrossCultureResearchRawData\NYC7\csv\CSVScenario-CP7_Session-NYC7_2022-09-12-09-57-41.csv;True
Data\CrossCultureResearchRawData\NYC8\csv\CSVScenario-CP7_Session-NYC8_2022-09-12-11-37-55.csv;True
Data\CrossCultureResearchRawData\NYC9\csv\CSVScenario-CP7_Session-NYC9_2022-09-13-11-37-16.csv;True
Data\CrossCultureResearchRawData\Pilot Study Data\Pilot 5 - Ithaca\csv\CSVScenario-CP7_Session-Pilot5_2022-04-20-16-30-52.csv;True
Data\CrossCultureResearchRawData\Pilot Study Data\Pilot 6\csv\CSVScenario-CP7_Session-Unnamed_20220426T151536_2022-04-26-16-05-39.csv;True
Data\CrossCultureResearchRawData\Pilot Study Data\Pilot 7 - Ithaca\csv\CSVScenario-CP7_Session-ir7CornellIthaca_2022-05-05-17-07-52.csv;True
Data\CrossCultureResearchRawData\Pilot Study Data\Pilot 9 - Ithaca\csv\CSVScenario-CP7_Session-Unnamed_20220519T101722_2022-05-19-10-39-04.csv;True
Data\CrossCultureResearchRawData\Pilot Study Data\test-runs\22\csv\CSVScenario-CP7_Session-22_2022-05-18-18-26-52.csv;False
Data\CrossCultureResearchRawData\Pilot Study Data\test-runs\7th\csv\CSVScenario-CP7_Session-7th_2022-05-18-12-41-18.csv;True
Data\CrossCultureResearchRawData\Pilot Study Data\test-runs\8th\csv\CSVScenario-CP7_Session-8th_2022-05-18-14-08-41.csv;True
Data\CrossCultureResearchRawData\Pilot Study Data\test-runs\fsadfs\csv\CSVScenario-CP7_Session-fsadfs_2022-05-17-17-55-12.csv;False
Data\CrossCultureResearchRawData\Pilot Study Data\test-runs\hope\csv\CSVScenario-CP7_Session-hope_2022-05-17-15-07-47.csv;False
